	Series	SMILES	IC50
404	IKK16	Clc1ccc(cc1Cl)-c1ccnc(n1)Nc1ccc(cc1)C(=O)N1CCC(CC1)N1CCCC1	8.58
405	NEU-03	C1CCN(CC1)Cc1cccc(c1)-c1ccc2ncnc(c2c1)Nc1cnccn1	10
406	NEU-03	C1CCN(CC1)Cc1cccc(c1)-c1ccc2ncnc(c2c1)Nc1cnccn1	10
407	UNC_Purine	CCn1cnc2c(nc(nc12)N[C@@H]1CCCC[C@@H]1N)Nc1cccc(c1)Cl	4.57
408	UNC_Purine	CCn1cnc2c(nc(nc12)N[C@@H]1CCCC[C@@H]1N)Nc1cccc(c1)Cl	2.85
409	UNC_Purine	[NH3+][C@H]1CC[C@@H](CC1)Nc1nc(c2[nH+]cn(c2n1)-c1ccccc1)Nc1ccc(cc1)C[NH+]1CCOCC1	0.306
410	UNC_Purine	[NH3+][C@H]1CC[C@@H](CC1)Nc1nc(c2[nH+]cn(c2n1)-c1ccccc1)Nc1ccc(cc1)C[NH+]1CCOCC1	0.241
411	UNC_Purine	[NH3+][C@@H]1CCCC[C@@H]1Nc1nc(c2[nH+]cn(c2n1)-c1ccccc1)Nc1cccc(c1)Cl	4.5
412	UNC_Purine	[NH3+][C@@H]1CCCC[C@@H]1Nc1nc(c2[nH+]cn(c2n1)-c1ccccc1)Nc1cccc(c1)Cl	3.9
413	PFE PKIS-18	CC(C)N1C(=O)Cc2ccc(cc21)Nc1ncc(c(n1)NCc1cccc(c1)Cl)C(F)(F)F	10
414	PFE PKIS-18	CC(C)N1C(=O)Cc2ccc(cc21)Nc1ncc(c(n1)NCc1cccc(c1)Cl)C(F)(F)F	10
415	TPCA-1	NC(=O)Nc1sc(cc1C(=O)N)-c1ccc(cc1)F	1.39
416	TPCA-1	NC(=O)Nc1sc(cc1C(=O)N)-c1ccc(cc1)F	1.64
417	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)F	0.511
418	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)F	5.66
419	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)F	3.94
420	SFK52	CC(C)(C)OC(=O)N1CCC(=CC1)c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
421	SFK52	CC(C)(C)OC(=O)N1CCC(=CC1)c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
422	SFK52	COc1ccc(cc1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
423	SFK52	COc1ccc(cc1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
424	SFK52	CC(C)(C)OC(=O)NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
425	SFK52	CC(C)(C)OC(=O)NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
426	SFK52	COc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
427	SFK52	COc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
428	SFK52	COc1ccc(cc1)/C=C/c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
429	SFK52	COc1ccc(cc1)/C=C/c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
430	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccccc1OC(F)(F)F	10
431	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccccc1OC(F)(F)F	10
432	SFK52	Cc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
433	SFK52	Cc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
434	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccncc1	10
435	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccncc1	10
436	SFK52	CS(=O)(=O)Nc1ccc(cc1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	0.889
437	SFK52	CS(=O)(=O)Nc1ccc(cc1)-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	1.05
438	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccc(cc1)OC(F)(F)F	10
439	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccc(cc1)OC(F)(F)F	10
440	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccsc1	5.15
441	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1ccsc1	4.92
442	SFK52	COc1ccccc1-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
443	SFK52	COc1ccccc1-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
444	SFK52	CCOC(=O)c1ccccc1-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
445	SFK52	CCOC(=O)c1ccccc1-c1ccc2ncc(n2n1)-c1ccc(cc1)S(=O)(=O)C	10
446	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccs1	0.119
447	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccs1	2.23
448	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccs1	2.02
449	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)N)C(=O)NC1CCCCC1	10
450	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)N)C(=O)NC1CCCCC1	10
451	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)N)C(=O)NC1CCCCC1	10
452	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1cccnc1	3.7
453	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1cccnc1	4.08
454	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1cccnc1	3.38
455	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1cnn(c1)C	1.51
456	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1cnn(c1)C	1.63
457	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1ccncc1	2.9
458	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N)-c1ccncc1	4.73
459	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N(C)C)-c1cnn(c1)C	10
460	Pyrazolopyrimidine	CC(C)n1nc(c2c(ncnc12)N(C)C)-c1cnn(c1)C	10
461	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1cccc(c1)N1CCCCC1)C	0.282
462	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1cccc(c1)N1CCCCC1)C	0.443
463	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)Nc1ccc(cc1)N1CCCCC1)C(=O)N1CCCC1	10
464	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)Nc1ccc(cc1)N1CCCCC1)C(=O)N1CCCC1	10
465	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)Nc1ccc(cc1)N1CCCCC1)C(=O)N1CCOCC1	10
466	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)Nc1ccc(cc1)N1CCCCC1)C(=O)N1CCOCC1	10
467	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)C)C	0.216
468	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)C)C	0.266
469	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)NCc1ccc(cc1)OC)C	0.237
470	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)NCc1ccc(cc1)OC)C	0.245
471	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)NC1CCCC1)C(=O)NC1CCCCC1	10
472	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)NC1CCCC1)C(=O)NC1CCCCC1	10
473	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)NCc1ccccc1)C(=O)NC1CCCCC1	10
474	JN-602	Cn1nc(c2c1-c1nc(ncc1CC2(C)C)NCc1ccccc1)C(=O)NC1CCCCC1	10
475	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCCCC1)C	0.235
476	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCCCC1)C	0.381
477	JN-602	COc1ccc(cc1)CNc1ncc2c(n1)-c1c(c(nn1C)C(=O)N1CCOCC1)C(C)(C)C2	10
478	JN-602	COc1ccc(cc1)CNc1ncc2c(n1)-c1c(c(nn1C)C(=O)N1CCOCC1)C(C)(C)C2	10
479	JN-602	COc1ccc(cc1)CNc1ncc2c(n1)-c1c(c(nn1C)C(=O)N1CCOCC1)C(C)(C)C2	10
480	Pyrazolopyrimidine	COc1nc(c2c(nn(c2n1)C(C)C)-c1cccnc1)N	10
481	Pyrazolopyrimidine	COc1nc(c2c(nn(c2n1)C(C)C)-c1cccnc1)N	10
482	Pyrazolopyrimidine	COc1nc(c2c(nn(c2n1)C(C)C)-c1cccnc1)N	10
0	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc1	0.137
1	SFK52	NCc1cccc(c1)-c1ccc2ncc(n2n1)-c1ccncc2	0.0555
2	SFK52	CS(=O)(=O)c1ccc(cn1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C1CC1	0.00321
3	SFK40	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(c1)-c1ccc(nc1)C(F)(F)F)N	10
4	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)(=O)C	1.83
5	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	0.000508
6	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	0.000508
7	SFK52	CS(=O)(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(nc1)S(=O)(=O)C	0.00574
8	SFK52	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(nn12)Nc1cccc(c1)S(=O)(=O)C	0.0197
9	SFK40	Nc1ncc(nc1-c1ccc(cc1)C(F)(F)F)-c1ccc(cc1)C(=O)O	10
10	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)C(F)(F)F	0.169
11	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)C(F)(F)F	0.131
12	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)F	2.7
13	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)F	3.69
14	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(c(c1)F)Cl	0.285
15	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(c(c1)F)Cl	0.153
16	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1F)F	0.0101
17	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1F)F	0.0846
18	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1F)F	0.0415
19	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cncc(c1)F	0.498
20	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cncc(c1)F	0.125
21	KCGS	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	1.8
22	KCGS	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	1.59
23	Lyn-Marie Birkholtz	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	1.804
24	Lyn-Marie Birkholtz	CCn1cc(c(n1)-c1ccc(cc1)NC(=O)N(C)C)-c1ccnc2[nH]c(cc12)-c1cccc(c1)CN(C)C	1.5887
25	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@@H](CC2)OCCO)C1=O)N)C	10
26	KCGS	COc1ccc(cn1)C1=Cc2c(nc(nc2N([C@H]2CC[C@@H](CC2)OCCO)C1=O)N)C	10
27	SILK	CN1CCN(CC1)c1cc(ccn1)C(=O)Nc1cc2cc(ccc2cn1)-c1cnn(c1)C	0.603
28	SILK	CN1CCN(CC1)c1cc(ccn1)C(=O)Nc1cc2cc(ccc2cn1)-c1cnn(c1)C	0.787
29	SILK	CN1CCN(CC1)C(=O)C(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)-c1ccncc1	6.37
30	SILK	CN1CCN(CC1)C(=O)C(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)-c1ccncc2	5.53
31	opnMe	COc1cc2nc(nc(c2cc1O[C@H]1CCOC1)N[C@H](C)c1cc(cc(c1)C(F)(F)F)N)C	10
32		COc1cc2nc(nc(c2cc1O[C@H]1CCOC1)N[C@H](C)c1cc(cc(c1)C(F)(F)F)N)C	10
33	SFK52	COc1ccc(cc1)-c1ccn2ncc(c2c1)-c1ccc(nc1)S(=O)(=O)C	1.21
34		COc1ccc(cc1)-c1ccn2ncc(c2c1)-c1ccc(nc1)S(=O)(=O)C	3.21
35	SFK52	COc1ccc(cc1)-c1ccc2ncc(n2c1)-c1ccc(nc1)S(=O)(=O)C	6.53
36		COc1ccc(cc1)-c1ccc2ncc(n2c1)-c1ccc(nc1)S(=O)(=O)C	7.29
37	SFK52	COc1cccc(c1)-c1ccc2ncc(n2c1)-c1ccc(nc1)S(=O)(=O)C	10
38		COc1cccc(c1)-c1ccc2ncc(n2c1)-c1ccc(nc1)S(=O)(=O)C	10
39	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)NC(=O)C=C	0.157
40	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)NC(=O)C=C	0.358
41	MLN0128	CCC(=O)Nc1ccc(cc1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.994
42	MLN0128	CCC(=O)Nc1ccc(cc1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	2
43	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)NC(=O)CCl	0.996
44	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(c1)NC(=O)CCl	0.523
45	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1)NC(=O)CCl	1.69
46	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1)NC(=O)CCl	1.19
47	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1cc(ncc1CC3)N	1.8514
48	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1cc(ncc1CC3)N	1.3521
49	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1ncncc1CC3	0.942
50	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1ncncc1CC3	0.5615
51	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1nc(ncc1CC3)N	1.9925
52	MMV_DHPC	Cn1cc(cn1)-c1ccc2[nH]c3c(c2c1)-c1nc(ncc1CC3)N	1.3908
53	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1)N	10
54	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1)N	10
55	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1C(F)(F)F)N	10
56	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1C(F)(F)F)N	10
57	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1Cl)N	10
58	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)Nc1ccccc1Cl)N	10
59	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)NC1CCC(F)(F)CC1)N	10
60	VE-821/2	CC(C)S(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)NC1CCC(F)(F)CC1)N	10
61	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)CC1CCN(CC1)C(=O)C=C	1.12
62	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)CC1CCN(CC1)C(=O)C=C	0.987
63	MLN0128	CCC(=O)N1CCC(CC1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	3.04
64	MLN0128	CCC(=O)N1CCC(CC1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	2.6
65	MLN0128	CCC(=O)N1CCC(CC1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	2.78
66	MLN0128	CCC(=O)N1CCC(CC1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	2.52
67	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CCN(CC1)C(=O)C=C	0.315
68	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CCN(CC1)C(=O)C=C	0.281
69	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CN(C1)C(=O)C=C	1.63
70	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CN(C1)C(=O)C=C	1.26
71	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CN(C1)C(=O)C=C	1.61
72	MLN0128	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)C1CN(C1)C(=O)C=C	1.64
73	MLN0128	CCC(=O)N1CC(C1)n1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	1.15
74	MLN0128	CCC(=O)N1CC(C1)n1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.8
75	MLN0128	CCC(=O)N1CC(C1)n1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.882
76	MLN0128	CCC(=O)N1CC(C1)n1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.776
77	Carolina Horta Andrade	CC(=O)c1cccc(c1)Nc1nc(c2ccccc2n1)NCCCO	6.1628
78	Carolina Horta Andrade	CC(=O)c1cccc(c1)Nc1nc(c2ccccc2n1)NCCCO	7.6052
79	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
80	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
81	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1nc(c2ccccc2n1)NCCO	10
82	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1nc(c2ccccc2n1)NCCO	10
83	Carolina Horta Andrade	CC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
84	Carolina Horta Andrade	CC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
85	Carolina Horta Andrade	CC(=O)Nc1cccc(c1)Nc1nc(c2ccccc2n1)NCCO	10
86	Carolina Horta Andrade	CC(=O)Nc1cccc(c1)Nc1nc(c2ccccc2n1)NCCO	10
87	Carolina Horta Andrade	CC(=O)Nc1cccc(c1)Nc1nc(c2ccccc2n1)NCCO	10
88	Carolina Horta Andrade	NC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
89	Carolina Horta Andrade	NC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCCO	10
90	Carolina Horta Andrade	NC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCO	10
91	Carolina Horta Andrade	NC(=O)c1ccc(cc1)Nc1nc(c2ccccc2n1)NCCO	10
92	Carolina Horta Andrade	OCCCNc1nc(nc2ccccc12)Nc1ccc(cc1)C(=O)O	10
93	Carolina Horta Andrade	OCCCNc1nc(nc2ccccc12)Nc1ccc(cc1)C(=O)O	10
94	Carolina Horta Andrade	CC(=O)Nc1cccc(c1)Nc1nc(c2ccccc2n1)NCCCO	10
95	Carolina Horta Andrade	CC(=O)Nc1cccc(c1)Nc1nc(c2ccccc2n1)NCCCO	10
96	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1cc(cc(c1)C)C)C	10
97	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1cc(cc(c1)C)C)C	10
98	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1ccccc1)C	10
99	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1ccccc1)C	10
100	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1cc(nc(n1)NC1CCCCC1)C	10
101	Carolina Horta Andrade	CC(=O)Nc1ccc(cc1)Nc1cc(nc(n1)NC1CCCCC1)C	10
102	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1ccc(cc1)C)C	10
103	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1ccc(cc1)C)C	10
104	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1cccc(c1)CC)C	10
105	Carolina Horta Andrade	CCNc1nc(cc(n1)Nc1ccc(cc1)NC(=O)Nc1cccc(c1)CC)C	10
106	Lyn-Marie Birkholtz	O=C(NC1CC1)Nc1cn[nH]c1-c1nc2ccc(cc2[nH]1)CN1CCOCC1	8.5417
107	Lyn-Marie Birkholtz	O=C(NC1CC1)Nc1cn[nH]c1-c1nc2ccc(cc2[nH]1)CN1CCOCC1	10
108	Lyn-Marie Birkholtz	CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F	1.5175
109	Lyn-Marie Birkholtz	CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F	1.9462
110	Lyn-Marie Birkholtz	FC(F)(F)c1cccc(c1)Nc1ccnc(n1)Nc1cccc(c1)NC(=O)C1CC1	2.6339
111	Lyn-Marie Birkholtz	FC(F)(F)c1cccc(c1)Nc1ccnc(n1)Nc1cccc(c1)NC(=O)C1CC1	2.7287
112	Lyn-Marie Birkholtz	CCN(CCO)CCCOc1ccc2c(ncnc2c1)Nc1cc(n[nH]1)CC(=O)Nc1cccc(c1)F	10
113	Lyn-Marie Birkholtz	CCN(CCO)CCCOc1ccc2c(ncnc2c1)Nc1cc(n[nH]1)CC(=O)Nc1cccc(c1)F	10
114	Lyn-Marie Birkholtz	COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1	10
115	Lyn-Marie Birkholtz	COc1cc2c(ncnc2cc1OCCCN1CCOCC1)Nc1ccc(cc1)NC(=O)c1ccccc1	10
0	Alexios	CN(CC1)CCC1C2=NC(C3=CC=C(F)C(NS(C)(=O)=O)=C3)=C(C4=NC(NCC5CC5)=NC=C4)S2	0.002
1	Alexios	CN(CC1)CCC1C2=NC(C3=CC=C(F)C=C3)=C(C4=NC(NC5=CC=C(N6CCNCC6)C=C5)=NC=C4)S2	0.002
2	Alexios	FC(C=C1)=CC=C1C2=C(C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4)=NC=C3)SC(C6CCNCC6)=N2	0.0006
3	Alexios	FC(C=C1)=CC=C1C2=C(C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3)SC(N6CCOCC6)=N2	0.0036
4	Alexios	FC(C=C1)=CC=C1C2=C(C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3)SC(N6CCCC6)=N2	0.002
5	Alexios	NC1=NC(C2=CC=C(F)C=C2)=C(C3=NC(NC4=CC=C(N5CCN(C)CC5)C=C4)=NC=C3)S1	0.0033
6	Alexios	NC1=NC(C2=CC=C(F)C=C2)=C(C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3)S1	0.0013
7	Alexios	NC1=NC(C2=CC=C(F)C=C2)=C(C3=NC(NC4=CC=C(N5CCOCC5)C=C4)=NC=C3)S1	0.0162
8	Alexios	FC(C=C1)=CC=C1C2=C(C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3)SC(NC(C)=O)=N2	0.0017
9	Alexios	FC(C=C1)=CC=C1C2=C(C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3)SC(NC(C6CC6)=O)=N2	0.0339
10	Alexios	O=C(C1CCN(C)CC1)NC(S2)=NC(C3=CC=C(F)C=C3)=C2C4=NC(NC5=CC=C(N6CCNCC6)C=C5)=NC=C4	0.0048
11	Alexios	FC(C=C1)=CC=C1C(N=C(NS(=O)(CCC)=O)S2)=C2C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C3	0.0017
12	Alexios	FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NN=CS5)=NC=C4	0.0038
13	Alexios	FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NN=C(C)S5)=NC=C4	0.0036
14	Alexios	FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NC(C)=CS5)=NC=C4	0.0023
15	Alexios	FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=CC(C)=NO5)=NC=C4	0.003
16	Alexios	FC(C=C1)=CC=C1C(N=C(C2CCNCC2)S3)=C3C4=NC(NC5=NN(C)C(C)=C5)=NC=C4	0.0017
