ID,smiles,CREATION_DATE,Series,CAN_SMILES
H3D-012321,Oc1ccccc1CNC(=O)c1ccc(cc1)Br,2020/06/29,KIT Compounds,O=C(NCc1ccccc1O)c1ccc(Br)cc1
H3D-012320,CCCCCCCCCCCCSC1=NC(CC(=O)OCC)(OC1=O)C(F)(F)F,2020/06/29,KIT Compounds,CCCCCCCCCCCCSC1=NC(CC(=O)OCC)(C(F)(F)F)OC1=O
H3D-012319,FC(F)(F)C1(CBr)OC(=O)C(=N1)Sc1ccccc1,2020/06/29,KIT Compounds,O=C1OC(CBr)(C(F)(F)F)N=C1Sc1ccccc1
H3D-012318,CC1=C(Cl)N=C(Cl)C(=O)O1,2020/06/29,KIT Compounds,Cc1oc(=O)c(Cl)nc1Cl
H3D-012317,COC(=O)CCCCC1CCSC(S1)c1ccc(cc1)-c1ccccc1,2020/06/29,KIT Compounds,COC(=O)CCCCC1CCSC(c2ccc(-c3ccccc3)cc2)S1
H3D-012316,CC1=C(Cl)N=C(Br)C(=O)O1,2020/06/29,KIT Compounds,Cc1oc(=O)c(Br)nc1Cl
H3D-012329,CCCC(=O)Nc1n[nH]c2c(cccc12)C(F)(F)F,2020/06/29,KIT Compounds,CCCC(=O)Nc1n[nH]c2c(C(F)(F)F)cccc12
H3D-012315,CCOC(=O)C1(CBr)OC(=O)C(=N1)Sc1ccccc1,2020/06/29,KIT Compounds,CCOC(=O)C1(CBr)N=C(Sc2ccccc2)C(=O)O1
H3D-012313,COC(=O)C1(C)OC(=O)C(=N1)Sc1ccccc1,2020/06/29,KIT Compounds,COC(=O)C1(C)N=C(Sc2ccccc2)C(=O)O1
H3D-012312,FC(F)(F)C1OC(=O)C(=N1)c1ccccc1,2020/06/29,KIT Compounds,O=C1OC(C(F)(F)F)N=C1c1ccccc1
H3D-012311,Oc1ccc(cc1)C1=NC(OC1=O)C(F)(F)F,2020/06/29,KIT Compounds,O=C1OC(C(F)(F)F)N=C1c1ccc(O)cc1
H3D-012310,OC1=N[C@H]2CCCC[C@@H]2NC1NCc1ccccc1 |r|,2020/06/29,KIT Compounds,OC1=N[C@H]2CCCC[C@@H]2NC1NCc1ccccc1
H3D-012309,OC1=N[C@H]2CCCC[C@@H]2NC1NCC#C |r|,2020/06/29,KIT Compounds,C#CCNC1N[C@H]2CCCC[C@@H]2N=C1O
H3D-012308,COc1ccc(c2c1C(=O)[C@@H]1CC(=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@]1(C(=O)c1ccccc1)C12OCCO1)C)OC |r|,2020/06/29,KIT Compounds,COc1ccc(OC)c2c1C(=O)[C@@H]1CC(C)=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@]1(C(=O)c1ccccc1)C21OCCO1
H3D-012307,COc1ccc2c[n+](c3ccc(cc3c2c1)OC)C,2020/06/29,KIT Compounds,COc1ccc2c[n+](C)c3ccc(OC)cc3c2c1
H3D-012306,CC(C)n1cnc2c(ncnc12)NCCc1c[nH]cn1,2020/06/29,KIT Compounds,CC(C)n1cnc2c(NCCc3c[nH]cn3)ncnc21
H3D-012305,FC(F)(F)Cn1cnc2c(ncnc12)NCc1cccc(c1)C(F)(F)F,2020/06/29,KIT Compounds,FC(F)(F)Cn1cnc2c(NCc3cccc(C(F)(F)F)c3)ncnc21
H3D-012304,CC(C)n1cnc2c(ncnc12)NC(C)c1ccc(cc1)F,2020/06/29,KIT Compounds,CC(Nc1ncnc2c1ncn2C(C)C)c1ccc(F)cc1
H3D-012303,OC(CNCc1ccco1)Cn1c2ccccc2c2ccccc12,2020/06/29,KIT Compounds,OC(CNCc1ccco1)Cn1c2ccccc2c2ccccc21
H3D-012302,OC(=O)c1c-2c(c(c3ccccc13)C(=O)O)-c1cccc3cccc2c13,2020/06/29,KIT Compounds,O=C(O)c1c2c(c(C(=O)O)c3ccccc13)-c1cccc3cccc-2c13
H3D-012301,CCOC(=O)C1=C(C)NC(=C(C1c1ccc(cc1)C1C(=C(C)NC(=C1C(=O)OCC)C)C(=O)OCC)C(=O)OCC)C,2020/06/29,KIT Compounds,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cc1
H3D-012314,CC(C)N(/N=N/C1=NCOC(=C1)C)C(C)C,2020/06/29,KIT Compounds,CC1=CC(/N=N/N(C(C)C)C(C)C)=NCO1
H3D-012300,Cc1ccc(c2c1Sc1ccccc1C2=O)C,2020/06/29,KIT Compounds,Cc1ccc(C)c2c(=O)c3ccccc3sc12
H3D-012330,COc1ccc(cc1)C(=O)Nc1n[nH]c2c(cccc12)C(F)(F)F,2020/06/29,KIT Compounds,COc1ccc(C(=O)Nc2n[nH]c3c(C(F)(F)F)cccc23)cc1
H3D-012332,Fc1cccc(c1C(=O)Nc1n[nH]c2c(cccc12)C(F)(F)F)F,2020/06/29,KIT Compounds,O=C(Nc1n[nH]c2c(C(F)(F)F)cccc12)c1c(F)cccc1F
H3D-012359,Cc1c(c(nn1CC(F)(F)F)NC(=O)c1cccc(c1)OC(F)(F)F)C(=O)NC1CCC(CC1)C(F)(F)F,2020/06/29,KIT Compounds,Cc1c(C(=O)NC2CCC(C(F)(F)F)CC2)c(NC(=O)c2cccc(OC(F)(F)F)c2)nn1CC(F)(F)F
H3D-012358,Cc1nn(c(c1C(O)C(F)(F)F)Cl)C,2020/06/29,KIT Compounds,Cc1nn(C)c(Cl)c1C(O)C(F)(F)F
H3D-012357,CCOC(=O)c1nn(c(c1C(=O)OCc1ccccc1)C)CC(F)(F)F,2020/06/29,KIT Compounds,CCOC(=O)c1nn(CC(F)(F)F)c(C)c1C(=O)OCc1ccccc1
H3D-012356,CCOC(=O)c1nn(c(c1C(=O)O)C)Cc1ccccn1,2020/06/29,KIT Compounds,CCOC(=O)c1nn(Cc2ccccn2)c(C)c1C(=O)O
H3D-012355,Cc1c(c(nn1CC(F)(F)F)N)C(=O)NC1CCC(CC1)C(F)(F)F,2020/06/29,KIT Compounds,Cc1c(C(=O)NC2CCC(C(F)(F)F)CC2)c(N)nn1CC(F)(F)F
H3D-012354,Cc1nn(c(c1/C=N/c1ccccc1Br)Cl)C,2020/06/29,KIT Compounds,Cc1nn(C)c(Cl)c1/C=N/c1ccccc1Br
H3D-012353,CC1=Nc2ccccc2C(=O)O1,2020/06/29,KIT Compounds,Cc1nc2ccccc2c(=O)o1
H3D-012352,CC1=Nc2ccc(cc2C(=O)O1)I,2020/06/29,KIT Compounds,Cc1nc2ccc(I)cc2c(=O)o1
H3D-012351,FC(F)(F)C1=Nc2ccc(cc2C(=O)O1)Cl,2020/06/29,KIT Compounds,O=c1oc(C(F)(F)F)nc2ccc(Cl)cc12
H3D-012350,Cc1cc(cc2c1N=C(OC2=O)C(F)(F)F)Cl,2020/06/29,KIT Compounds,Cc1cc(Cl)cc2c(=O)oc(C(F)(F)F)nc12
H3D-012349,CC1=Nc2c(cccc2C(=O)O1)C,2020/06/29,KIT Compounds,Cc1nc2c(C)cccc2c(=O)o1
H3D-012348,FC(F)(F)C1=Nc2c(cc(cc2C(=O)O1)Cl)Cl,2020/06/29,KIT Compounds,O=c1oc(C(F)(F)F)nc2c(Cl)cc(Cl)cc12
H3D-012331,CC(C)CC(=O)Nc1n[nH]c2c(cccc12)C(F)(F)F,2020/06/29,KIT Compounds,CC(C)CC(=O)Nc1n[nH]c2c(C(F)(F)F)cccc12
H3D-012347,O=C1N2CCCCC2=Nc2ccccc21,2020/06/29,KIT Compounds,O=c1c2ccccc2nc2n1CCCC2
H3D-012345,COC1=Nc2ccccc2C(=O)N1C,2020/06/29,KIT Compounds,COc1nc2ccccc2c(=O)n1C
H3D-012344,O=C1N2CCCCCC2=Nc2ccccc21,2020/06/29,KIT Compounds,O=c1c2ccccc2nc2n1CCCCC2
H3D-012343,CC1(C)Oc2ccc(cc2C=C1)CO,2020/06/29,KIT Compounds,CC1(C)C=Cc2cc(CO)ccc2O1
H3D-012342,COc1cccc2c1OC(C)(C)C=C2,2020/06/29,KIT Compounds,COc1cccc2c1OC(C)(C)C=C2
H3D-012341,COC(=O)c1ccc2c(c1)C=CC(C)(C)O2,2020/06/29,KIT Compounds,COC(=O)c1ccc2c(c1)C=CC(C)(C)O2
H3D-012340,COc1cccc2c1OC(C)(C)C(=C2)C=O,2020/06/29,KIT Compounds,COc1cccc2c1OC(C)(C)C(C=O)=C2
H3D-012339,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)O)OCc1ccccc1 |r|,2020/06/29,KIT Compounds,CC(C)(C)OC(=O)N1C[C@H](OCc2ccccc2)C[C@H]1C(=O)O
H3D-012338,OC(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1 |r|,2020/06/29,KIT Compounds,O=C(O)[C@@H]1CCCN1C(=O)OCc1ccccc1
H3D-012337,OCC1COC(N1C(=O)OCc1ccccc1)c1cccc[n+]1[O-],2020/06/29,KIT Compounds,O=C(OCc1ccccc1)N1C(CO)COC1c1cccc[n+]1[O-]
H3D-012336,COC(=O)[C@@H]1C[C@@H](OCC=C)C(=O)N1Cc1ccccc1 |r|,2020/06/29,KIT Compounds,C=CCO[C@@H]1C[C@@H](C(=O)OC)N(Cc2ccccc2)C1=O
H3D-012335,CON(C)C(=O)CC1[C@H](O)C[C@H](N1C(=O)OC(C)(C)C)C(=O)OC |r|,2020/06/29,KIT Compounds,COC(=O)[C@@H]1C[C@@H](O)C(CC(=O)N(C)OC)N1C(=O)OC(C)(C)C
H3D-012334,COC(=O)[C@@H]1C[C@@H](CN1C(=O)OC(C)(C)C)OC(=O)c1ccc(cc1)[N+](=O)[O-] |r|,2020/06/29,KIT Compounds,COC(=O)[C@@H]1C[C@H](OC(=O)c2ccc([N+](=O)[O-])cc2)CN1C(=O)OC(C)(C)C
H3D-012333,FC(F)(F)c1cccc2c(n[nH]c12)NC(=O)c1ccccc1,2020/06/29,KIT Compounds,O=C(Nc1n[nH]c2c(C(F)(F)F)cccc12)c1ccccc1
H3D-012346,CC1=Nc2ccc(cc2C(=O)O1)Cl,2020/06/29,KIT Compounds,Cc1nc2ccc(Cl)cc2c(=O)o1
H3D-012299,CCN(CC)c1ccc(cc1)C1=C(O)C(=O)c2cc(ccc2O1)Br,2020/06/29,KIT Compounds,CCN(CC)c1ccc(-c2oc3ccc(Br)cc3c(=O)c2O)cc1
H3D-012298,CC1(C)OC/C/2=C(CO1)/C=C\C\1=C(COC(C)(C)OC1)/C=C2,2020/06/29,KIT Compounds,CC1(C)OCC2=C(/C=C\C3=C(/C=C\2)COC(C)(C)OC3)CO1
H3D-012297,Cc1cc(no1)NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-],2020/06/29,KIT Compounds,Cc1cc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)no1
H3D-012265,C1c2cccnc2-c2ncccc21,2020/06/29,KIT Compounds,c1cnc2c(c1)Cc1cccnc1-2
H3D-012264,O=C(c1cccnc1)c1cccnc1,2020/06/29,KIT Compounds,O=C(c1cccnc1)c1cccnc1
H3D-012263,CCSC/1CCCCC/C=C1/Br,2020/06/29,KIT Compounds,CCSC1CCCCC/C=C\1Br
H3D-012262,Cc1ccc(cc1)S(=O)(=O)NN=C(c1cccnc1)c1cccnc1,2020/06/29,KIT Compounds,Cc1ccc(S(=O)(=O)NN=C(c2cccnc2)c2cccnc2)cc1
H3D-012364,CCOC(=O)CCCSc1nc2ccccc2[nH]1,2020/06/29,KIT Compounds,CCOC(=O)CCCSc1nc2ccccc2[nH]1
H3D-012261,Cc1ccc(n1-c1ccc(nc1)Cl)C,2020/06/29,KIT Compounds,Cc1ccc(C)n1-c1ccc(Cl)nc1
H3D-012260,Cc1ccc(n1C[C@H]1OC(C)(C)O[C@@H]1NC(=S)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C |r|,2020/06/29,KIT Compounds,Cc1ccc(C)n1C[C@H]1OC(C)(C)O[C@@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
H3D-012259,Cc1ccc(n1C1CCC(C)(NC(=S)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C1(C)C)C,2020/06/29,KIT Compounds,Cc1ccc(C)n1C1CCC(C)(NC(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1(C)C
H3D-012257,[2H]c1c(c(c(c(c1[2H])[2H])[2H])[2H])-c1cc(cc(c1)Oc1ccccc1)Cl,2020/06/29,KIT Compounds,[2H]c1c([2H])c([2H])c(-c2cc(Cl)cc(Oc3ccccc3)c2)c([2H])c1[2H]
H3D-012256,CNC1Cc2ccc(c(c2-c2cc(c(c(c21)N)O)OC)OC)O,2020/06/29,KIT Compounds,CNC1Cc2ccc(O)c(OC)c2-c2cc(OC)c(O)c(N)c21
H3D-012255,CC(C)(C)C(=O)Oc1cc2c(cc1OCC=C)C(C)(NP(=O)(c1ccccc1)c1ccccc1)C(=O)O2,2020/06/29,KIT Compounds,C=CCOc1cc2c(cc1OC(=O)C(C)(C)C)OC(=O)C2(C)NP(=O)(c1ccccc1)c1ccccc1
H3D-012254,CC(C)(C)OC(=O)[C@@H]1CC2C([C@H](CC=C)OC2=O)N1C(=O)OC(C)(C)C |r|,2020/06/29,KIT Compounds,C=CC[C@@H]1OC(=O)C2C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)C21
H3D-012266,O=C1c2cccnc2-c2ncccc21,2020/06/29,KIT Compounds,O=C1c2cccnc2-c2ncccc21
H3D-012253,O=C1[C@@H]2C[C@H](CN2C(=O)[C@@H]2C[C@H](CN21)OCc1ccccc1)OCc1ccccc1 |r|,2020/06/29,KIT Compounds,O=C1[C@@H]2C[C@@H](OCc3ccccc3)CN2C(=O)[C@@H]2C[C@@H](OCc3ccccc3)CN12
H3D-012252,OC(=O)[C@@H]1C[C@H](C[NH2+]1)OCc1ccccc1 |r|,2020/06/29,KIT Compounds,O=C(O)[C@@H]1C[C@@H](OCc2ccccc2)C[NH2+]1
H3D-012365,CCOC(=O)CCCn1cnc2ccccc12,2020/06/29,KIT Compounds,CCOC(=O)CCCn1cnc2ccccc21
H3D-012251,O=C1[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N21 |r|,2020/06/29,KIT Compounds,O=C1[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N12
H3D-012250,ON1C=CC=CC1=S,2020/06/29,KIT Compounds,On1ccccc1=S
H3D-012249,CC1(C)Oc2ccccc2[C@@H]2[C@H](C=O)[C@H](CCC21)C(=O)O |r|,2020/06/29,KIT Compounds,CC1(C)Oc2ccccc2[C@H]2C1CC[C@H](C(=O)O)[C@H]2C=O
H3D-012248,Cc1c(c(nn1CC(F)(F)F)C(=O)Nc1cccc(c1)OC(F)(F)F)NC(=O)NC1CCC(CC1)C(F)(F)F,2020/06/29,KIT Compounds,Cc1c(NC(=O)NC2CCC(C(F)(F)F)CC2)c(C(=O)Nc2cccc(OC(F)(F)F)c2)nn1CC(F)(F)F
H3D-012247,O=C(NC1COC(OC1)c1ccccn1)OCc1ccccc1,2020/06/29,KIT Compounds,O=C(NC1COC(c2ccccn2)OC1)OCc1ccccc1
H3D-012246,CN1[C@H](N[C@@H](Cc2ccccc2)C1=O)c1ccc(cc1)C#N |r|,2020/06/29,KIT Compounds,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1c1ccc(C#N)cc1
H3D-012245,Cc1c(c(nn1CC(F)(F)F)C(=O)Nc1cccc(c1)OC(F)(F)F)C(=O)NC1COC(OC1)c1ccccn1,2020/06/29,KIT Compounds,Cc1c(C(=O)NC2COC(c3ccccn3)OC2)c(C(=O)Nc2cccc(OC(F)(F)F)c2)nn1CC(F)(F)F
H3D-012244,CN1[C@H](N[C@@H](Cc2ccccc2)C1=O)c1ccc(cc1)F |r|,2020/06/29,KIT Compounds,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1c1ccc(F)cc1
H3D-012243,CN1[C@@H](N[C@@H](Cc2ccccc2)C1=O)C(C)(C)C |r|,2020/06/29,KIT Compounds,CN1C(=O)[C@H](Cc2ccccc2)N[C@H]1C(C)(C)C
H3D-012267,COc1ccc(c2c(cc(cc12)CO)OCc1ccccc1)OC,2020/06/29,KIT Compounds,COc1ccc(OC)c2c(OCc3ccccc3)cc(CO)cc12
H3D-012268,OC(c1cccnc1)c1cccnc1,2020/06/29,KIT Compounds,OC(c1cccnc1)c1cccnc1
H3D-012269,OC1c2cccnc2-c2ncccc21,2020/06/29,KIT Compounds,OC1c2cccnc2-c2ncccc21
H3D-012296,Brc1ccc2c(c1)-c1cc(ccc1C(=O)C2=O)Br,2020/06/29,KIT Compounds,O=C1C(=O)c2ccc(Br)cc2-c2cc(Br)ccc21
H3D-012295,OC(=O)[C@@H]1CC2CCC3CCC(CC3)CC[C@H]1CC2 |r|,2020/06/29,KIT Compounds,O=C(O)[C@@H]1CC2CCC3CCC(CC3)CC[C@H]1CC2
H3D-012294,COc1ccc(cc1)S(=O)(=O)Nc1cc(on1)C,2020/06/29,KIT Compounds,COc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
H3D-012293,COC(=O)c1ccc(c(c1)[N+](=O)[O-])-c1ccc(cc1[N+](=O)[O-])C(=O)OC,2020/06/29,KIT Compounds,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2[N+](=O)[O-])c([N+](=O)[O-])c1
H3D-012292,COC(=O)c1ccc(c(c1)N)-c1ccc(cc1N)C(=O)OC,2020/06/29,KIT Compounds,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2N)c(N)c1
H3D-012291,COC(=O)c1ccc(cc1)-c1ccc(cc1N)C(=O)OC,2020/06/29,KIT Compounds,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2N)cc1
H3D-012290,COC(=O)c1ccc(cc1)-c1ccc(cc1[N+](=O)[O-])C(=O)OC,2020/06/29,KIT Compounds,COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2[N+](=O)[O-])cc1
H3D-012289,O=C1C(=O)c2cc(ccc2-c2ccc(cc21)NS(=O)(=O)c1cccs1)NS(=O)(=O)c1cccs1,2020/06/29,KIT Compounds,O=C1C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2-c2ccc(NS(=O)(=O)c3cccs3)cc21
H3D-012288,O=C1C(=O)c2cc(ccc2-c2ccc(cc21)NS(=O)(=O)c1cccc2nsnc12)NS(=O)(=O)c1cccc2nsnc12,2020/06/29,KIT Compounds,O=C1C(=O)c2cc(NS(=O)(=O)c3cccc4nsnc34)ccc2-c2ccc(NS(=O)(=O)c3cccc4nsnc34)cc21
H3D-012287,Fc1ccc(cc1)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1ccc(cc1)F,2020/06/29,KIT Compounds,O=C1C(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2-c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc21
H3D-012286,CC(=O)c1ccc(cc1)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1ccc(cc1)C(=O)C,2020/06/29,KIT Compounds,CC(=O)c1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)C(=O)c2cc(NS(=O)(=O)c4ccc(C(C)=O)cc4)ccc2-3)cc1
H3D-012285,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1ccc(cc1)NC(=O)C,2020/06/29,KIT Compounds,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)C(=O)c2cc(NS(=O)(=O)c4ccc(NC(C)=O)cc4)ccc2-3)cc1
H3D-012284,FC(F)(F)Oc1ccc(cc1)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1ccc(cc1)OC(F)(F)F,2020/06/29,KIT Compounds,O=C1C(=O)c2cc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)ccc2-c2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc21
H3D-012283,COc1ccc(c(c1)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1cc(ccc1OC)OC)OC,2020/06/29,KIT Compounds,COc1ccc(OC)c(S(=O)(=O)Nc2ccc3c(c2)C(=O)C(=O)c2cc(NS(=O)(=O)c4cc(OC)ccc4OC)ccc2-3)c1
H3D-012282,Cc1cc(c(c(c1)C)S(=O)(=O)Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)NS(=O)(=O)c1c(cc(cc1C)C)C)C,2020/06/29,KIT Compounds,Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)C(=O)C(=O)c2cc(NS(=O)(=O)c4c(C)cc(C)cc4C)ccc2-3)c(C)c1
H3D-012281,[O-][N+](=O)c1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)[N+](=O)[O-],2020/06/29,KIT Compounds,O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21
H3D-012280,Nc1ccc-2c(c1)C(=O)C(=O)c1cc(ccc12)N,2020/06/29,KIT Compounds,Nc1ccc2c(c1)C(=O)C(=O)c1cc(N)ccc1-2
H3D-012363,Cc1nn(c(c1/C=N/c1cccc(c1)Cl)Cl)C,2020/06/29,KIT Compounds,Cc1nn(C)c(Cl)c1/C=N/c1cccc(Cl)c1
H3D-012279,[O-][N+](=O)c1cccc(c1)C(=O)C(=O)c1cccc(c1)[N+](=O)[O-],2020/06/29,KIT Compounds,O=C(C(=O)c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1
H3D-012277,C[C@]12CCCC[C@H]2CC(CC1)OC(=O)c1ccc(cc1)Br |r|,2020/06/29,KIT Compounds,C[C@@]12CCCC[C@H]1CC(OC(=O)c1ccc(Br)cc1)CC2
H3D-012276,C[C@]12CCCCC2=CC(=O)CC1 |r|,2020/06/29,KIT Compounds,C[C@@]12CCCCC1=CC(=O)CC2
H3D-012275,Cc1ccc(cc1)S(=O)(=O)OC1CC[C@]2(C)CCCC[C@H]2C1 |r|,2020/06/29,KIT Compounds,Cc1ccc(S(=O)(=O)OC2CC[C@]3(C)CCCC[C@H]3C2)cc1
H3D-012274,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |r|,2020/06/29,KIT Compounds,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
H3D-012273,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC=C2I |r|,2020/06/29,KIT Compounds,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(I)=CC[C@@H]12
H3D-012272,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@@H](CC[C@]4(C)[C@H]3CC[C@]12C)NS(=O)(=O)c1cccc2nsnc12 |r|,2020/06/29,KIT Compounds,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](NS(=O)(=O)c5cccc6nsnc56)CC[C@]4(C)[C@H]3CC[C@@]21C
H3D-012271,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)C |r|,2020/06/29,KIT Compounds,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@@H](OS(C)(=O)=O)CC[C@]4(C)[C@H]3CC[C@@]21C
H3D-012270,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](N)CC[C@]4(C)[C@H]3CC[C@]12C |r|,2020/06/29,KIT Compounds,CC(C)CCC[C@@H](C)[C@H]1CCC2[C@@H]3CC[C@H]4C[C@H](N)CC[C@]4(C)[C@H]3CC[C@@]21C
H3D-012361,OC(c1c(n(nc1C(F)(F)F)-c1ncccn1)Cl)C(F)(F)F,2020/06/29,KIT Compounds,OC(c1c(C(F)(F)F)nn(-c2ncccn2)c1Cl)C(F)(F)F
H3D-012322,CC(=O)NCc1ccc(cc1O)Cl,2020/06/29,KIT Compounds,CC(=O)NCc1ccc(Cl)cc1O
H3D-012151,CCOC(=O)[C@H]1CC=C[C@H]2[C@@H]1C[C@H](N2C(=O)OCc1ccccc1)c1ccco1 |r|,2020/06/29,KIT Compounds,CCOC(=O)[C@H]1CC=C[C@H]2[C@@H]1C[C@@H](c1ccco1)N2C(=O)OCc1ccccc1
H3D-012384,CCO[Si](OCC)(OCC)O[C@@H]1CC[C@@]2(C)C(CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]2/C(=C(\CCC=C(C)C)C(=O)O)[C@H](C[C@@]23C)OC(=O)C)[C@@H]1C,2020/07/13,Fusidic acid,CCO[Si](OCC)(OCC)O[C@@H]1CC[C@@]2(C)C(CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]2/C(=C(\CCC=C(C)C)C(=O)O)[C@@H](OC(C)=O)C[C@@]23C)[C@@H]1C
H3D-012386,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H]1CC[C@@]2(C)C(CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]2/C(=C(\CCC=C(C)C)C(=O)O)[C@H](C[C@@]23C)OC(=O)C)[C@@H]1C,2020/07/13,Fusidic acid,CCCCCCCCO[Si](OCCCCCCCC)(OCCCCCCCC)O[C@@H]1CC[C@@]2(C)C(CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]2/C(=C(\CCC=C(C)C)C(=O)O)[C@@H](OC(C)=O)C[C@@]23C)[C@@H]1C
H3D-012385,CC(C)O[Si](OC(C)C)(OC(C)C)O[C@@H]1CC[C@@]2(C)C(CC[C@@]3(C)[C@H]2[C@H](O)C[C@H]2/C(=C(\CCC=C(C)C)C(=O)O)[C@H](C[C@@]23C)OC(=O)C)[C@@H]1C,2020/07/13,Fusidic acid,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O[Si](OC(C)C)(OC(C)C)OC(C)C)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O
H3D-012391,Cc1cc(n2nc(c(c2n1)-c1ccccc1)C)NCC1CCCO1,2020/07/16,SFK29,Cc1cc(NCC2CCCO2)n2nc(C)c(-c3ccccc3)c2n1
H3D-012394,Cc1cc(n2nc(c(c2n1)Br)C)NCc1ncc[nH]1,2020/07/16,SFK29,Cc1cc(NCc2ncc[nH]2)n2nc(C)c(Br)c2n1
H3D-012393,COc1cccc(n1)CNc1cc(nc2c(c(nn12)C)-c1ccccc1)C,2020/07/16,SFK29,COc1cccc(CNc2cc(C)nc3c(-c4ccccc4)c(C)nn23)n1
H3D-012392,Cc1cc(n2nc(c(c2n1)-c1ccccc1)C)NCc1ccncn1,2020/07/16,SFK29,Cc1cc(NCc2ccncn2)n2nc(C)c(-c3ccccc3)c2n1
H3D-012415,Cc1ncccc1-c1cc2cnc(cc2[nH]1)NC(=O)C1CC1,2020/07/21,APP,Cc1ncccc1-c1cc2cnc(NC(=O)C3CC3)cc2[nH]1
